autor,titlu,text
Marin Sorescu,Drumul,"Gânditor și cu mâinile la spate
Merg pe calea ferată,
Drumul cel mai drept
Cu putință.

Din spatele meu, cu viteză,
Vine un tren
Care n-a auzit nimic despre mine.

Acest tren - martor mi-e Zenon bătrânul -
Nu mă va ajunge niciodată,
Pentru că eu mereu voi avea un avans
Față de lucrurile care nu gândesc.

Sau chiar dacă, brutal,
Va trece peste mine,
Întotdeauna se va găsi un om
Care să meargă în fața lui
Plin de gânduri
Și cu mâinile la spate.

Ca mine acum
În fața monstrului negru
Care se apropie cu o viteză înspăimântătoare,
Și care nu mă va ajunge
Niciodată."
Marin Sorescu,Duelul,"Ivan Dumitrașcu la peste șaptezeci de ani
Nu mai mânca decât limbă
Și inimă de vită, că erau moi.
Acum trecea la vale în sanie,
Cu sanitarul și procurorul.
Și-i curgeau lacrimile în barba albă.
Și el un om mititel și bătrân.

„Iete-l pe Dumitrașcu ăl bătrân, îl ridicară
Cu sania la vale. Ce-or fi având cu ăl uncheaș?""
Lumea se uita la caii aburiți,
Pașii alunecau scârțâind pe zăpada-nghețată
Și lui îi alunecau lacrimile pic, pic, pic, pic...
Dar nu plângea cu gură.

Se certa des cu fiu-său
Și ăla nu știu ce i-o fi zis.
Și el a pus mâna pe-o pușcă veche:
„Mă, nu te potolești? Nu taci mereu?""
Da' fiu-său nu tăcea neam, vorbea din prispa lui,
Că erau două case în aceeași curte.
„Bine!"" zice moșul și trage cu pușca aia,
Ce pușcă? o rablă.
Da' l-a nimerit, cade omul mort.

Avea și copii, venise de la moși tocmai atunci.
Pe femeia lui o chema Gheorghița, o femeie sprâncenată,
Era a lui Ispășoiu, neam cu Sandu lui Surghie.

„Ce se-ntâmplă, oameni buni, de ce-l luară?"" Mai întreba câte unul peste gard.
„Păi, ce să fie! Duel. Avură un duel (nu știu cine-o fi zis)
Ăla din prispa lui, ăla din prispa lui,
Unul cu gura, altul cu flinta,
Și-ăl cu gura tăcu."" „Mă, nu mai râdeți, închinați-vă.

Când să iasă din Bulzești, Moșul zice:
- Mă, nene, pe mine degeaba mă duceți la proces.
Trimiteți-mă de-aici la ocnă de-a dreptul,
Că sunt vinovat, ce să mai faceți ocol?
Uite drumul ăstălalt,
Că pe-aici trec ăia cu lanțurile la picioare
(Erau chiar la răscrucea cu drumul Vâlcii).
Procurorul tăcea.
Și la urmă tot Dumitrașcu: „Ba nu! Merg acolo
La proces, să-l judec eu pe Dumnezeu.
Cum îmi dădu el pedeapsa asta, la anii mei?
Nu mă las până nu-l bag la ocnă,
Dacă e să fie dreptate-n lume,
Intru cu Dumnezeu de barbă-n ocnă. Mână, mă!

Iu, fir-a dracu de pușcă!
Cum te sloboziși tu tocmai atunci, tocmai atunci?
Că nu mai erai bună de nimic,
Te țineam să dau cu tine de-a azvârlită după câine.
Cum mă duc eu și-mi las copilul mort în bătătură?
Doamne, stai, nu fugi!
Mână, mă."""
Marin Sorescu,Dupa un numar...,"După un număr de concentrări
Masive,într-un singur punct
Se prezintă punctul la mine,
Zice:
- Sunt gravidă.
- Aud?"
Marin Sorescu,Durată,"Susceptibil de visare,
Stau sub cer, ca un burete,
Să mă-mbib, din nori, c-o boare,
De pe stele s-adun pete,

Roș polen de pe-aripioare
De bondari sau de egrete,
Praful de pe fund de mare,
Cand trec peștii iuți, în cete.

Totul vine glonț, din hăuri
Năclăindu-mă o clipă,
Și,ca glontul, lasă găuri
În frîntura de aripă,

Care, cînd să bată- gata!
I-a trecut și ei durata."
Marin Sorescu,Durere pură,"Nu mi-e rău ca să-mi fie bine,
Mi-e rău ca să-mi fie și mai rău.
Ca marea cu valuri verzi, înșelătoare,
Nici durerii nu-i poți ghici fundul.

Fac scufundări în durerea pură,
Esență de țipăt și disperare,
Și mă întorc la suprafață vânăt
Ca un scafandru care și-a pierdut
Rezervorul de oxigen.

Mă rog de împăratul peștilor
Să-mi trimită un rechin de treabă
Să-mi taie calea.


De ce eu trebuie să intru în acest spital
Și cel care trece acum prin fața lui
Să meargă mai departe?

De ce el să treacă de poartă fără să-i pese
De ce tocmai eu să intru?
De ce nu el, de ce nu altul?
De ce eu?

Întrebări la care nu s-a răspuns încă."
Marin Sorescu,Echilibru,"Totul trebuie măsurat riguros,
Nimic să nu ne scape,
De la fluturii din jurul sufletului
Pînă la golul unde se pierd privirile
În gol,
Totul - cîntărit cu grijă.

Astfel, îngrămădesc pe un talger
Cărți și frunze, orice,
Firele de praf care zboară liber prin camera mea
Le suflu cu multă măiestrie
Să se depună exact.

Pe celălalt talger mă așez eu
(Deși nu mai voiam să mai fac nimic
De răsunet mondial),
Dar îmi lipsesc, iată, încă multe fire de praf,
Multe raze îmi lipsesc, ca să fie un echilibru
Să se ducă vestea."
Marin Sorescu,Egro sum,"Vorbind în somn, cică vorbesc prea tare
Și fac aluzii la-ntâmplări recente,
Subconștientul meu inconștient e
De avansează bîlbîieli bizare?

Mi-au pus o gărgăriță pe o floare
Dintr-un tablou, cu tușe insurgente,
Nici nu știam tabloul ce atent e
Și compoziția de ce mă doare.

Pe vremuri, turcul nu-și închipuise
Că poate lua un bun tribut pe vise,
Ca birul pe ferestre și pe fum...

Și iată, noaptea mea, rodind narcise,
Mă vinde scump barbarilor din drum
Că  și în somn tot cuget... ergo sum.

Adăugată de către-Radu Dan Alexandru"
Marin Sorescu,Erată la rai,"În loc de Adam și Eva a se citi, cutare și cutare,
La urmă va trebui să mai dăm o erată la erată:
Cutare nu e cutare și cutare nu e cutare.
Important este că eu știu,
Tu știi.
Restul nu ne interesează.
Eu știu că mă iubești,
Tu știi că te iubesc,
Iar restul e tăcere, pss!
- Asta s-o crezi tu și cu Hamlet,
Totul se știe,
Totul se vorbește.
Ei, și?

Muzica ușoară italienească
E singura demnă de ascultat,
Eu nici acesteia nu i-am dat de gust.
Nu îți ajunge o viață
Să poți trăi tot ce se poate trăi.
Câteodată poți gândi și așa,
Accept,
Altădată parcă și asta e prea lungă.

Noi dilatăm clipa
Și intrăm în ea,
Ca în rama unei fotografii vechi, de familie:
Domnul și doamna la o anumită vârstă,
Mânca mărul și-l stârnea și pe tontălău,
Flăcăul legat, aparent,
Îl stârnea prin ronțăitul ei sănătos.

În versiunea noastră raiul e totul,
De iad să n-auzim.
Dacă o să nimerim în același iad,
Să te faci că nu mă cunoști,
Să nu declari nimic.
Ai mâncat tot mărul, puteai să-mi lași jumătate,
Poate cădea bine,
Acum o să-ntorc raiul pe dos după poame.

Păcat că dragostea nu e în pilule,
Sau nu se poate combate prin pilule.
Când te îndrăgostești
Să iei câteva pe zi și gata.
Să fii apt de muncă.
Eu mă simt chiar foarte bine
După ce trag aer în piept de câteva ori
Cu condiția să fii și tu alături.
Asta îmi dă chef de muncă,
Pot munci opt ore ușor,
Fără să fac nimic,
Vreau să spun
Fără să-mi vină să moțăi.

--------------------------"
Marin Sorescu,Ești atât de statornică în gândul meu,"Ești atât de statornică în gândul meu,
Încât ai putea fi împrejmuită cu un gard.
Va fi, desigur, unul înalt, foarte înalt,
Să nu poată sări peste el aerul din restul lumii.
Și-n vârful fiecarei șipci ascuțite câte o stea:
Ca un glob obișnuit sau, și mai bine: capetele
Celor ce-au îndrăznit să te iubească."
Marin Sorescu,"Eu, neabătutul","Nu vreau să mai întâmpin nimic,
Nu mai cinstesc,
Nu mai sărbătoresc,
Nu aniversez, cei zece ani de la, cei doisprezece
de la, cei
Doi și jumătate de la cei douăzeci...
Nu mă mai mobilizează cele nouă și jumătate,
opt, șapte luni
Până la...
Nu vibrez la magistrale
De când mă trezesc dimineața și până seara tărziu
(Căci am într-adevăr cu totul alte griji
și probleme)
Nu înfierez
Nu aplaud, nu scandez (uitați-vă la buzele
mele lipite)
Nu mă iau la întrecere.
Mă lasă rece graficul recoltelor bogate
De la ""Însămânțările sunt în toi"", până
La ""Mai sunt două zile până la încheierea
secerișului""
Și până la ""Totul pentru export"".
Nu mă îmbăiez zilnic în spiritul sarcinilor
subliniate
Nu mă angajez ferm,
Știu ce înseamnă actuala etapă și fără să mi
se urle
În ureche,
Știu încotro ne îndreptăm cu pași repezi,
Îmi dau seama unde am ajuns,
Cunosc bine sacrificiile,
Un singur gând, un singur țel, o singură voință
Mi se pare prea puțin pentru o singură viață!
Sunt hăt departe de deplina satisfacție, profunda
recunoștință...
Cunosc grija permanentă și tocmai asta mă
îngrijorează profund...
Nu acționez neabătut...
Intuiesc bine că vreți să mergeți și mai departe,
Nu contați pe mine!
Nu mi-am propus ca obiectiv strategic
Edificarea. Nu contați pe mine!

Țelurile sunt prea mărețe,
Eu sunt mic, uitat, nebăgat în seamă,
Ce însemn eu pentru voi?
Eu nu sunt decât poporul român -
Nu contați pe mine!"
Marin Sorescu,Exerciții fără colac,"Înotam spre țărm cu disperare
Și, Doamne, mă îndepărtam de el,
Îmi pierdusem simțul de orientare,
Mă țineam de-a lunii cercel
Și de degetul meu cu inel.

Ca o balenă sinucigașă
Eșuam pe fiecare talaz,
O forță din adânc, uriașă,
O simțeam, pietroi, pe grumaz.
Nu știam dacă azi mai e azi.

Orizontul intrase brusc în eclipsă
Îngălat de un soi de moluște.
Simțeam cum mi se clatină steaua, ideea  fixă,
Ca un dinte ce n-o să mai muște.
Și-un vânător voia s-o înpuște.

Nu e decât un coșmar oarecare,
Iată, cu pumnul îl sparg.
Și m-am trezit. Eram, vai, tot pe mare,
Însă ceva mai în larg.

Îngrozit atunci, ce mi-am zis
Privind potopul dezlănțuit?
Dacă adorm, poate se face vis.
Aș mai avea o șansă. Și-am adormit.
Nu-i oare și viața un somn nesfîrșit?

Și-am luat-o de la cap cu înotul,
Mai istovit, gâfiind din greu.
Treaz, și în vis - tot pe mare mereu.
Rechinii mă atingeau lacomi cu botul.
Țărmul refuzat îl înecasem chiar eu."
Marin Sorescu,Fântâna,"Dacă treci pe la fântână, înainte de răsăritul soarelui,
Vezi multe femei tinere și bătrâne,
Scot apă și amenință din mâini,
Ori boscorodesc descântece.
E un fel de coadă la apa ne-ncepută, fântâna are-n ea
Toate leacurile, ca un dispensar.
De, unele au copii mici și le-a pierit laptele
Fiindcă le-a picat laptele din țâță pe jos
Și l-au atins furnicile.
Sau după lehuzie, la primul drum în sat,
Stăpâna casei n-a stropit-o pe lehuză
Cu apă peste picioare
Și nu i-a dat să mănânce ceapă cu sare.
Una avea o fașă în care erau legate o lingură
Și-o ceapă.
A scos apă în vadră, a luat cu lingura de trei ori
Și-a băut zicând:
„Eu beau cu lingura apă,
Să-mi vie laptele ca la o vacă"".
Apoi a mușcat din ceapă zicând:
„Eu îmbuc din ceapă
Să-mi fie laptele ca la o iapă"".

Așa era înainte vreme la fântână,
Apa nu era doar apă,
Izvoarele din pământ aveau legătură cu ce i se-ntâmplă omului
Și muieretul venea cu probleme, să le rezolve aici, înainte de-a se arăta soarele."
Marin Sorescu,Ficat locuit,"Simt aripile vulturelui
Întinzând marginile ficatului meu;
Îi simt ghearele,
Îi simt pliscul de fier,
Îi simt uriașa lui poftă de viață,
Setea lui de zbor
Cu mine in gheare
Și zbor.
Cine spunea că sunt înlănțuit?"
Marin Sorescu,Fîntîni în mare,"Oricîtă apă, tot nu-i de-ajuns.
Viclenia vieții mai cere un strop.
Cu plumbul de glezne, scobim sub talaz,
Aplecați pe cazmale, scăpăm în potop.

Cu trupul fîntîni de sudoare-n adânc,
O proră-necată ni-i fruntea, durută.
Spre miezul de gheizer săpăm, gîfîind.
Pe val stele saltă, ca dopuri de plută.

Pentru arhitectura pământului viu,
Oricîte ciuturi ar fi în el,
Nevoie-i, pe ochiul de apă visat,
Să facem din trupuri rotund de inel.

Oricîtă apă, tot nu-i de ajuns.
Să plouă, să tune, zăgazuri rupînd,
O sete ne poartă spre norul captiv,
Două umbre în mare s-afundă cîntînd.

Iubito, sub cerul speranței înalt,
Doar dragostea noastră
Mai cată izvoare.
Fiecare sapă cu celălalt.
Fiecare - o cumpănă-n mare."
Marin Sorescu,Fior,"Bătrânii își fac vânt
Cu evantaiul de riduri
Din colțul ochilor.
Dar evantaiul a crescut prea mare
Și răcoarea lui ne îngheață
Obrazul.

Simți prima adiere?
Vino,
Din aceste două inimi
Să facem un foc mai înalt."
Marin Sorescu,Foaie verde,"Codrule,
Dă-mi o frunză de sus,
pentru lumină și pentru tinerețe,
Și pentru viața care nu moare.

Codrule,
Dă-mi o frunză de jos,
Pentru întuneric și pentru bătrânețe;
Și pentru moartea care nu învie.

Noi ne-am scris sufletul
Pe frunze...
Codrule,
Dă-mi toate frunzele tale
Să cânt cu ele.

Sau mai bine cântă tu
Și cu sufletul meu."
Marin Sorescu,Focul sacru,"Mai aruncați niște vreascuri
În soare,
Am auzit c-o să se stingă
Peste câteva miliarde de ani.

Și dacă nu mai sunt vreascuri,
Aruncați în soare
Câmpiile care ar fi putut foarte bine
Să fie păduri,
Munții, luna și cerul
Care nici nu știm sigur dacă sunt
Păduri.

În orice caz,
Mai aruncați ceva în el,
Niște vreascuri,
Niște vieți.

Că, uite, a și început să pâlpâie
Pe fețele noastre,
Făcându-le frumoase și urâte,
Făcându-le noapte și zi,
Făcându-le anotimpuri și ani."
Marin Sorescu,Greierele și furnica,"- Surioară dragă, am...
Am venit să-mi dai și mie...
Pân' la primăvară...
- N-am.
- ...un grăunțe... ai o mie.
- N-am.
- Dar toată lumea știe:
E doar lucru cunoscut.
- Am, da' nu vreau
să-mprumut!
Astă-vară ce-ai făcut?
- Am cântat...
- Acuma joacă!
- Îmi e foame, c-aș juca...
- Joacă...
- Nu mă enerva,
Că-s nervos... îmi dai, or...
- Ba.
- Ești zgârcită...
- Mă închin.
- da' o să te-ntind puțin.
Și-agățând vioara-n grindă
Greieru-nșfăcă furnica
Și-ncepu ...să o destindă"".
Și-a bătut-o zdravăn, vere!
Apoi s-au oprit. Tăcere.
Amândoi stăteau ca muți.
- Ei, acuma mă-mprumuți,
Surioară?
- Cu plăcere."
Marin Sorescu,Hârtie,"S-a anunțat, cred, la apocalipsă,
Nu țin bine minte,
Că un mare uragan de hârtie
Se apropie din direcția N-V
Și din toate direcțiile.

Uraganul va pustii totul în calea sa,
Prefâcând totul în hârtie.

Copacii se vor transforma în hârtie,
Animalele în hârtie,
Aurul în hârtie.

Oamenii vor țipa de groază,
Și țipetele lor
Vor deveni pe loc șerpi de hârtie,
Și apoi ei înșiși se vor desface hârtie:
Hârtie de împachetat, hârtie de plicuri,
Hârtie de saci, hârtie de biblie,
Hârtie de țigarete.
Și mai ales ziare.

Unii vor deveni articole de fond,
Alții vor intra în problemele
Industriale ori agrare,
Alții vor trece la pagina externă.
Scriitori care nu s-au ratat încă,
Din lipsă de spațiu,

Se vor rata în primii cinci cuadrați.
Ca să mai lungim vorba:
Va un uragan și o hârtie
Mondială.

Și la urmă,
Scos din răbdări,
Se va căsca pământul.
Va înghiți cu poftă totul
Și se va șterge la gură
Cu oamenii care s-au transformat
În șervețele."
Marin Sorescu,Ignatul,"- E, azi-noapte visă porcul sânge, zicea mama, dimineața, oftând.
-    Păi, cum așa?
-    Fiindcă azi e Ignatul, îl tăiem, -îu!
Se ducea Nicolae de-i chema pe Mitran, pe Seder, pe Chirimenți,
Vecini care știau dinainte, îi găsea ascuțindu-și cuțitele.
Le vedeam căciulile țuguiate pe deasupra gardului, așa săltau.
-Duceți-vă unul de legați ăl câine, mă. Să nu se dea la lume.
Porcul parcă presimțea, odată se făcuse spărios, nu mai venea
La porumbul întins.
Ceva de pe vremea când era frate cu mistrețul și liber îi scapără
In ochii roșii. Părul i se zburlea pe coamă.
înghesuit lângă gard era prins de picioare și răsturnat jos, buf!
„Mă ține bine de el! Hăă!!""
Se auzea guițatul lung, horcăitul.
Noi, închiși în odaie, ne îndesam deștele în urechi, dar vaietele
Prietenului nostru, sfâșietoare, se strecurau pe lângă dește,
Ne cutremuram.
Ne schimbam părerea despre Mitran, Seder, ăștia care știau atât
De bine să facă de petrecanie.
Când aflam mai din timp când cade Ignatul, eu cu Ionică ne sculam în ziua aia mai devreme, și-l scoteam în vale, pe la fundul Grădinilor.
Să se piardă în lume, să ia drumul codrului, pe Mătăsoaia, ca Haiducii.
Dar porcul venea de cum o auzea pe mama râcâind ceaunul.
Odată abia învățasem să fac literele și i-am trimis de cu seara
Un bilețel, scris cu litere de tipar.
I l-am pus în coșare.
Mesajul era cât se poate de clar.
Guiț, după ce-a-ntors la lumina lunii pe toate părțile
Bucata aia de hârtie cu pătrățele,
A mâncat-o ca pe dovleac, fără s-o citească.
Cum am văzut mai târziu că se întâmplă în drame, când împricinatul
Nesocotește știrea de păzeală.
După un ropot de plâns, biruia curiozitatea și setea de spectacol,
Ieșeam din casă, cu ocazia pârlirii.
Legat de un par, era perpelit prin paiele care ardeau cu
Vâlvătaie. Focul zvântă lacrimile. Acum, dacă tot apucase de
Murise!
Parcă îți mai trecea supărarea. începea să miroasă curtea
A șorici. Mama, în casă, cu ceaunul cu apă clocotită pe foc,
Cu postăvi întinse la vatră. Trei zile ținea treaba.
Mai răsufla când făcea trandafirii, seara, pe măsuța joasă,
Plină cu carne tocată cu mirodenii.
Ceaunul cu burta fierbea pe foc.
O dată a luat-o Osman, ne-a stricat Crăciunul, javra.
Crăciunul fără porc era ca și când nici nu s-ar fi născut Isus.
„Ăia de nici n-au tăiat porc"" - asta însemna că umbli
Gol,
Cea mai mare mizerie și-un început de stricare a sufletului.
Te-ai păgânit! Te-ai păgânit! Tu nu tai porcul.

După sfintele sărbători femeile, iar cu mâinile până la coate în Carne. Topeau osânza, făceau untura, puneau la afumat slănina
Sus pe fiare pe unde iese fumul, după care o mutau pe bârnele
Din casa cu focul.
Umpleau o garnița cu untură, puneau și cârnați prin ea și-o
Săltau în pod. Acolo se-ntărea, de frângeai lingura-n ea
Căutând după jumări ori pecie.
După aia - săpunul. Osânza și grăsimea a rea erau fierte în cazan,
Se punea sodă, se făcea leșie din cenușă - venea o
Muiere care știa să facă leșie bună și-o mai ajuta pe mama la
Mestecat,
Până când începea cazanul să bolborosească. Era dat jos și
Până dimineața se închega un săpun cât roata carului.
Aici se termina și povestea porcului, la săpun.

„Mă, Nicolae, ia du-te tu cu sacul la Picături și cumpără
Un purcel, repezi-te mâine dimineață"" - zicea mama -
Că văd că vă place la toți carnea, nu vă e silă, nu faceți
Nazuri.
Se aducea purcelul, era slobozit în coșare, mic cât o găină.
Eu și cu Ionică și începeam să ne facem treabă pe lângă el,
Dă-i lături, învață-l să mănânce boabe, împrietenește-te cu el,
Gâdilă-l. Și tot așa."
Marin Sorescu,Ilinca,"Drăghicioiu ăl bătrân a avut trei copii,
Pe Măria, pe Enache și pe Ilinca.
Ilinca asta era o femeie înaltă,
Inimoasă, semăna cu baba
Și ea s-a măritat cu Marin Băzăvan,
Care s-a făcut haiduc
Umbla cu ceata unuia, Cârstea.
Și i-a prins peste Jii, la un popă.
Au tras în ei și pe Cârstea l-a nemerit în picior.
Și tovarășii l-au adus până aci la Drumul Muierii.
De-acolo n-au mai putut să-l poarte în spinare, că-i ajungea
Potera.
L-au lepădat la un pom.
El se ruga, „Nu mă lăsați, fraților,
Mai bine omorâți-mă!""
Și l-au împușcat.
Și pe ei tot i-a prins și i-a-nchis.
Și Marin Băzăvan a murit în pușcărie la Bucovâț.
Nu era vinovat, dar s-a pus pe el așa.
Lui Cârstea îi ieșise cântec:
„La un pom mare rotat,
Șade Cârstea răsturnat
De șapte gloanțe-mpușcat.
Trei în piept și patru-n spate
Nu mă omorî, măi frate"".

Și a venit unul și i-a spus muierii lui
Să se ducă să-l ia, că e mort acolo. Avea
Cârstea o muiere grasă
Roșie la față și frumoasă
Și-a rămas c-un copil, Oniță Chirțu (tata lui Chirțu).
După aia, Ilinca s-a măritat cu unul Mitre Păpușă
Și-a murit și ăla.
Și pe ea a gonit-o și s-a-ntors la frate-său,
Enache Ciucă
Și i-a crescut copiii, că-i murise muierea.
Trecea la deal, la Paști, și lua ouă în sân
Și când se-ntorcea se abătea pe la noi:
„Uite niște ouă să ciocnim, că suntem rudă""."
Marin Sorescu,Iluziile,"cred în valoarea de schimb a iluziilor
ele se scarpină în ureche cu piciorul
ele funcționează mereu pe dos
iluziile sunt arma cu care împușcăm râsul
iluziile sunt foarte amuzante
la orele de audiență
îndrugă verzi și uscate
și nici nu-ți vine să crezi ochilor
câtă credință pun ele în ele însele"
Marin Sorescu,În casa muierii,"Sandu Sfoiag s-a însurat cu Gligorina.
Sta în casa ei, că el nu-și făcuse, dacă tot avea ea.
într-o dimineață ea pleca la Bălcești.
-    Scoală, mă.
-    Păi, de ce să mă scol, fă, la miezul nopții, că eu nu
Merg la Bălcești.
-    Du-te pe la tac-tu-n deal.
-    Păi, ce să caut eu pe la tata, acum până-n ziuă?
Nu l-am văzut ieri?
-    Păi, să-ncui ușa, că nu te las eu singur în casa mea.

Acum eu aș fi plecat, dar îmi spălase cămașa,
Că, n-aveam decât una și-mi dăduse un combilizon de-al ei.
Cum să mă duc eu așa la tata? Cămașa era udă.
Ea-mi da zor să mă scol. Dacă-am văzut, m-am sculat,
Mi-am strâns bine haina la gât, am prins-o cu un cui
Și-am luat cămașa udă, chitită, s-o usuc acolo.
Când mă vede tata: „Păi, ce e, bă, cu tine?""
-    Păi ea plecă la Bălcești să târguie.
-    Și dacă plecă, ce?
-    Păi, mă dete afară și-ncuie ușa, până se-ntoarce.
-    Fire-al păcatelor cu muierea ta - așa o duci tu acolo?
Să nu te mai prind că-i mai calci pragul.

Dimineața am pus cămașa la soare, s-a uscat,
Ea a venit după combilizon, dar nu l-am mai dat."
Marin Sorescu,În geamul meu,"Iar trandafirul a rodit măceș,
În geamul meu, în ziua de armindeni.
De jalea care este pretutindeni
Copacii mor și florile dau greș.

Și păsările care-și iau adio
Ne lasă, triste-n cuib, un ou de lemn.
Vom înțelege-al speciilor semn?
O umbră mare luna va cloci-o.

E umbra ce-o lăsăm în spații vaste,
Mantia neagră-a sufletului gol.
Din somn, ca dintr-un lung coșmar, mă scol,
Planton năuc la marile dezastre.

Și când deschid fereastra să respir,
Văd floarea de măceș în trandafir."
Marin Sorescu,Indigo,"Noaptea cineva-mi pune pe ușă
Un indigo imens,
Și tot ce gândesc apare, instantaneu,
Și pe partea de dinafară a ușii.

Dau buzna spre locuința mea
Curioșii din toată lumea,
Îi aud cum urcă scările.
Cum iau treptele pe tălpi
Și le pun înapoi
La-ntoarcere.

Sunt păsări de toate neamurile,
Câini păzitori de lună,
Drumuri de trecere,
Și salcâmi bătrâni,
Suferind de insomnie.

Își pun pe nas ochelarii
Și mă citese emoționați,
Ori amenințând cu pumnul,
Fiindcă despre toate eu mi-am format
O idee exactă.

Numai despre sufletul meu
Nu știu nimic,
Sufletul care-mi scapă mereu
Printre zile,
Ca o bucată de săpun
În baie."
Marin Sorescu,Între vecine,"Cum făcea a lui Jaliu ca s-o înfurie
Pe Măria Bălii, vecina ei.
Dădea gură la vite, striga păsările, câinii.
-Hea, hea! Nea, Priene! Gâți, gâți! La vale, la vale cu voi!
(Casa Măriei era mai la vale.)
Na, Scandal! (Avea și-un cățel, Scandal.)
Și Măria se plângea lui Dumitru lui Chirimenț
-Jaliu, fir-ar al dracului, Jaliu mi-a adus sărăcia Boghii.

Măria venea pe la noi cu furca-n brâu
Și punea furca așa pe pat și se culca lângă ea.
-    Păi, bine, fă, cu furca ce mai veniși,
Dacă te culcași? zicea mama.
-    Lasă-mă, că nu mai văd să torc.
-    Ba ți-e lene.
-    Ei, mă, nu-mi crede nimenea..."
Marin Sorescu,Ioana lui mărăcine,"Are mâinile paralizate, moi
Și-a văzut-o o femeie într-o zi, șezuse pe lemne,
Migoroșea acolo prin lemne, pe lângă brutărie.
-    Da' ce faci?
-    Să frâng un băț, să iau pâinea-n spinare,
Că luai de la brutărie și nu pot s-o duc acasă
În mână, că-mi tremură mâinile și-mi pică.
Că mâine e sfântul Ion și să-mpărțesc și eu Rinii
(Fata ei moartă până-n douăzeci de ani)
Cum să stau și eu așa, să nu-mpart și eu?!
De făcut colaci nu pot să fac...
Câte mălaie făceam eu și-am dat săptămâna trecută
Să fac și eu mămăligă într-o tigaie
Și n-am putut s-o termin, am mâncat-o mai mult păsat.
-    Dar cămășile cum le speli?
-    Cu picioarele.
Le pun în albie, pun apă, împing săpunul peste ele cu piciorul
Și trag acolo! Și le atârn pe culme.
Are cinci copii care-i mai trăiesc, toți cu avere, cu case,
Toți în Craiova.
-    Și-am zis să-mi dea și mie câte 25 de lei pe lună toți
Și făceam 125 de lei și trăiam și eu.
„E, fir-a dracu, ai lua banii degeaba.""
I-a dat în judecată și-acolo la Craiova i-a-ntrebat
Judecătorul pe copii:
-    De ce nu vedeți de mama voastră?
-    Păi, nu ne-a dat nimic!
-    Ba le-am dat, domnule judecător, le-am dat pământ,
Le-am făcut case...
-    Bă, v-a făcut mari! V-a dat viață, păcătoșilor, și v-a făcut
Mari. Ce mai vreți de la ea? Să aveți grijă de ea.
Și uite cum au.
După vreun an a paralizat și de picioare.
Spunea: „Nu pot să iau sticla cu gaz,
Că nu poci s-o țiu în mână
Și s-o pun pe mine și să iau chibritul
Și să-mi dau foc. Că lumea le îndepărtează
De mine - și gazul și chibriturile.
Nu știu, o fi păcat, că mi-aș da foc,
Da' o fi păcat, nu m-oi mai întâlni
Cu copii ăi morți! Că numai așa aș
Scăpa de viață! Altfel n-am cum
Să-mi fac moarte, că și pentru asta trebuie putere.
Stătea pe-o pătură-n pat.
-    Bine, dumneata nu mai ai țoale neam?
-    Mai am și eu un rând colo, de moarte,
În troaca aia de cufăr.

Nu mai avea nici dinți în gură.
-    Ce-ai făcut cu dinții, că dumneata
Aveai dinți buni.
-    I-am frânt în coji de pâine,
Când îmi mai aduce și mie cineva.
Noaptea se deschidea ușa singură,
Că se-nvechise și casa
Și ea se tăvălea până ajungea acolo
Și cu ciomagul în gură, de-l proptea sub broască,
Să nu se mai deschidă ușa, singură, în fața stafiei
Tinereții apuse,
Și iar se tăvălea înapoi,
De se ducea la pat.
Altă dată se târa pe lângă perete,
Până ajungea la drevele tereștrii,
Se prijonea cum putea de ele
Și țipa acolo, s-o audă cineva,
Să vie la ea, să-i dea o picătură de apă.

Vorbise c-o femeie, să treacă să aibă
Grijă de ea, un ceas-două pe zi,
Și-i lăsa casa, după aia.
S-a dus femeia, o dată, de două ori,
Ba chiar o lună de zile. Și la urmă
A pus tagă. Povestea:
„Păi, știți ce instrucție făcea cu mine?
Zicea: ""Vino de mă-ntoarce și pe mine
Pe partea ailaltă"". Mă duceam, o-ntorceam,
După aia: ""Așează-mi tu picioarele bine.
Pune-mi tu mâna asta sub cap.
Dă-mi niște apă rece. Nu, că nu mă
Puseși bine, întoarce-mă la loc,
Dă-mi să mănânc. Ce-mi bagi lingura
Așa pe gât?""
De-aia nu m-am mai dus.""

Ei, femeia ca omul bolnav.
Au venit copiii și-au dus-o la azil.
L-au luat și pe-ăl bătrân, care ședea mai demult la ei
Și-au dat cu
Amândoi în curtea spitalului.
Au murit - ea, la o săptămână,
El, la vreo zece zile. Ăi bătrâni
Erau certați. Nu știu dacă
S-or fi împăcat acolo.
Și-or fi vorbit, nu și-or fi vorbit.
Ce oameni vrednici au fost,
Ce gospodărie aveau!
Asta e bătrânețea. Așa-ți sunt copiii!"
